Time,Target_x,Target_y,Target_z,current_x,current_y,current_z,error_x,error_y,error_z,df_x,df_y,df_z,error_int_x,error_int_y,error_int_z,rddot_x,rddot_y,rddot_z,Thrust_physical,thrust_command,phi_des,theta_des,yaw_des,quat_x_command,quat_y_command,quat_z_command,quat_w_command,quat_x_actual,quat_y_actual,quat_z_actual,quat_w_actual,phi_actual,theta_actual,psi_actual,,,,,,,,,
1711026320.68123,0,0,0,-0.157702979811838,0.116188055023201,0.235716692146571,0.157702979811838,-0.116188055023201,-0.235716692146571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.001926907615777,0.01060145343148,0.012405810896541,0.999864986919824,-0.205706938794504,1.21751182306405,1.42390589802554
1711026320.68781,0,0,0,-0.157706305452602,0.116191306443201,0.235707613882701,0.157706305452602,-0.116191306443201,-0.235707613882701,0,0,0,-0.097750929396036,0.072022552267477,-43.2232316324175,0.097750929396036,-0.072022552267477,43.2232316324175,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.001969034224877,0.010629416699701,0.012419671935766,0.999864435888112,-0.210476912044733,1.22077921830844,1.42555169428352
1711026320.6953,0,0,0,-0.157704356266776,0.116182509592463,0.235697070708833,0.157704356266776,-0.116182509592463,-0.235697070708833,0,0,0,-0.090916848077523,0.066956727234709,-21.6123163177733,0.090916848077523,-0.066956727234709,21.6123163177733,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.001954787498279,0.010644269297734,0.012421145164455,0.999864287535942,-0.208821599412451,1.22246110760987,1.42570615187502
1711026320.70372,0,0,0,-0.15771183700387,0.116188969538074,0.235696609435941,0.15771183700387,-0.116188969538074,-0.235696609435941,0,0,0,-0.084575312236454,0.06225609476138,-10.8065237727791,0.084575312236454,-0.06225609476138,10.8065237727791,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.001968252921977,0.010663212140236,0.012431704855028,0.999863928043053,-0.210324477382448,1.2246532432926,1.42693675011712
1711026320.71134,0,0,0,-0.157718917887835,0.116194080261456,0.235705332233019,0.157718917887835,-0.116194080261456,-0.235705332233019,0,0,0,-0.078719213667916,0.057948895207425,-5.40298455252943,0.078719213667916,-0.057948895207425,5.40298455252943,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.001921644207458,0.01071463411307,0.012409117197214,0.999863749572785,-0.204938643367354,1.23047433126676,1.42430154653811
1711026320.71919,0,0,0,-0.157708201626601,0.116186371309586,0.235693913887792,0.157708201626601,-0.116186371309586,-0.235693913887792,0,0,0,-0.07319297179742,0.053881114733965,-2.70157457341679,0.07319297179742,-0.053881114733965,2.70157457341679,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.001920114414883,0.010741959650902,0.012423697893848,0.999863278250649,-0.204706456445175,1.23360635951896,1.42597611480823
1711026320.72836,0,0,0,-0.157713727543775,0.116193881613745,0.235694069916919,0.157713727543775,-0.116193881613745,-0.235694069916919,0,0,0,-0.068043096776199,0.050104141736803,-1.35114631197692,0.068043096776199,-0.050104141736803,1.35114631197692,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.001961839530599,0.010718771063232,0.012438735367493,0.999863259148474,-0.209501718040855,1.23101202131154,1.42774615954583
1711026320.73519,0,0,0,-0.157715564759916,0.116193149402759,0.235685463924969,0.157715564759916,-0.116193149402759,-0.235685463924969,0,0,0,-0.063310701731925,0.04662171568467,-0.675887840724111,0.063310701731925,-0.04662171568467,0.675887840724111,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.001930162656963,0.010727580191956,0.012444054406496,0.999863160140062,-0.205853171248987,1.23197718348142,1.42831834419408
1711026320.74325,0,0,0,-0.157715522285181,0.11618373640477,0.235685919924051,0.157715522285181,-0.11618373640477,-0.235685919924051,0,0,0,-0.058888178035552,0.043312922722351,-0.338244495005071,0.058888178035552,-0.043312922722351,0.338244495005071,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002008194062815,0.010712128424401,0.012436077403776,0.999863271372658,-0.214825600072673,1.23031666920139,1.4274974584226
1711026320.75149,0,0,0,-0.157718576026959,0.116198502541693,0.235700376349988,0.157718576026959,-0.116198502541693,-0.235700376349988,0,0,0,-0.054778973518214,0.040303706958732,-0.168663347649026,0.054778973518214,-0.040303706958732,0.168663347649026,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.001941877147186,0.01071566031151,0.012423859730597,0.999863516409429,-0.207237252612443,1.23062388701812,1.42601617190141
