Time,Target_x,Target_y,Target_z,current_x,current_y,current_z,error_x,error_y,error_z,df_x,df_y,df_z,error_int_x,error_int_y,error_int_z,rddot_x,rddot_y,rddot_z,Thrust_physical,thrust_command,phi_des,theta_des,yaw_des,quat_x_command,quat_y_command,quat_z_command,quat_w_command,quat_x_actual,quat_y_actual,quat_z_actual,quat_w_actual,phi_actual,theta_actual,psi_actual,,
1708276122.70997,0,0,0,-0.010849027995536,-0.003475492877587,0.198120429886958,0.010849027995536,0.003475492877587,-0.198120429886958,0.000128691722068,-1.72478577048143E-05,-4.18956038346366E-06,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002157785626936,0.00035325930077,-0.006453813646197,0.999976783459734,-0.247520302144845,0.038884164125136,-0.739475478509142,-0.71323354759305,-1.67582415338546E-05
1708276122.72628,0,0,0,-0.010846671368946,-0.003471840496498,0.198121732819594,0.010846671368946,0.003471840496498,-0.198121732819594,0.000128691722068,-1.72478577048143E-05,-4.18956038346366E-06,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002144960112938,0.000366597106585,-0.006457468688827,0.999976782655881,-0.246060644436726,0.040421125597208,-0.739891503412719,-0.713238238150538,-1.67582415338546E-05
1708276122.72951,0,0,0,-0.010851424372517,-0.003474904041652,0.198120294835393,0.010851424372517,0.003474904041652,-0.198120294835393,0.000128691722068,-1.72478577048143E-05,-4.18956038346366E-06,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002156162789394,0.000360300710951,-0.006447397654534,0.999976825835933,-0.247339294353952,0.039693825940515,-0.738738556047262,-0.713233061407414,-1.67582415338546E-05
1708276122.73849,0,0,0,-0.010843580858617,-0.003474735884598,0.198120265291328,0.010843580858617,0.003474735884598,-0.198120265291328,-0.000143366936317,-1.74033485759483E-05,-2.11351711198574E-06,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002141383344004,0.000357853949904,-0.006455845096281,0.999976803971981,-0.245644251556954,0.039422292206066,-0.739707729111596,-0.713232955048782,-8.45406844794297E-06
1708276122.74826,0,0,0,-0.01084192961124,-0.00347587027974,0.198116850401406,0.01084192961124,0.00347587027974,-0.198116850401406,-0.00015145800164,2.16997746003664E-05,0.000101047463485,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.00214153434889,0.000371005201912,-0.006453947082559,0.999976811107552,-0.245671205451062,0.040929648394456,-0.739486990622531,-0.713220661445063,0.00040418985394
1708276122.75824,0,0,0,-0.010846559538488,-0.003473343039656,0.198115372228977,0.010846559538488,0.003473343039656,-0.198115372228977,3.40734345380207E-05,-6.08547184664581E-05,0.000114417472574,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.00214535434921,0.000357570895184,-0.006451543913844,0.99997682332087,-0.246098907983152,0.039387978796432,-0.739214761980503,-0.713215340024316,0.000457669890297
1708276122.76882,0,0,0,-0.010840196489364,-0.003478090759305,0.198121979278555,0.010840196489364,0.003478090759305,-0.198121979278555,-0.000166439002838,9.856109222015E-05,-0.000115657655222,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.00214269552029,0.000364671272319,-0.006453504409965,0.999976813807001,-0.245799561780573,0.040203093923105,-0.739437775639916,-0.713239125402798,-0.000462630620888
1708276122.77828,0,0,0,-0.010843301191077,-0.003473924365758,0.198115955039092,0.010843301191077,0.003473924365758,-0.198115955039092,-2.57303268895848E-05,-5.46689997601355E-05,9.82401601205472E-05,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002136275246962,0.000347424639349,-0.006458067613043,0.999976804224425,-0.245051287987765,0.038230430885444,-0.739965158640553,-0.713217438140733,0.000392960640482
1708276122.78802,0,0,0,-0.010849158945945,-0.003474507393663,0.198118431976511,0.010849158945945,0.003474507393663,-0.198118431976511,0.000159506854322,-1.73402031948105E-05,-1.17596837976207E-05,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002137126404583,0.000359072549672,-0.006455791500734,0.999976812988048,-0.24515735058621,0.039565092838211,-0.739701442956131,-0.713226355115441,-4.70387351904828E-05
1708276122.80118,0,0,0,-0.010845232749626,-0.003474276751752,0.198125028222423,0.010845232749626,0.003474276751752,-0.198125028222423,7.10609360395705E-07,-1.98209136622063E-05,-0.000206830340123,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002110121996828,0.000356320497748,-0.006458424163136,0.999976854321234,-0.242060998743728,0.039269068830946,-0.740004782072121,-0.713250101600724,-0.000827321360491
1708276122.8106,0,0,0,-0.010852377904685,-0.003476409108987,0.198116770492887,0.010852377904685,0.003476409108987,-0.198116770492887,0.000215088723825,4.95443417376208E-05,9.67730903583377E-05,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002152394979226,0.000347477437511,-0.006453856539366,0.999976796826333,-0.246898316984529,0.038225595317597,-0.739482013737352,-0.713220373774394,0.000387092361433
1708276122.82046,0,0,0,-0.01085248380519,-0.003475100078234,0.198126284921715,0.01085248380519,0.003475100078234,-0.198126284921715,0.000149165647388,-5.6833973842791E-06,-0.000220036556541,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002137255304566,0.000361770428447,-0.006449472881631,0.999976852512832,-0.245173864816001,0.0398756965549,-0.738976696436215,-0.713254625718175,-0.000880146226164
1708276122.83457,0,0,0,-0.010854201809386,-0.003479649851335,0.198123237997391,0.010854201809386,0.003479649851335,-0.198123237997391,0.000149165647388,-5.6833973842791E-06,-0.000220036556541,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002139696327144,0.000372108135169,-0.006458258183372,0.999976786798774,-0.245461580193391,0.04105633411979,-0.739980818745658,-0.713243656790608,-0.000880146226164
1708276122.84011,0,0,0,-0.010851339878898,-0.003471780535495,0.19812336789022,0.010851339878898,0.003471780535495,-0.19812336789022,0.000149165647388,-5.6833973842791E-06,-0.000220036556541,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002146396574142,0.000358770165449,-0.006467648957056,0.999976716620284,-0.246219858989845,0.03952066739973,-0.741059982156831,-0.71324412440479,-0.000880146226164
1708276122.85076,0,0,0,-0.010848826705475,-0.003475313964433,0.198120701452042,0.010848826705475,0.003475313964433,-0.198120701452042,3.68271040815222E-05,0.000101830291611,-8.5578972043731E-05,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002137874949967,0.000364830132935,-0.006454807668934,0.999976815655058,-0.24524734526728,0.040224541824003,-0.739587261828564,-0.71323452522735,-0.000342315888175
1708276122.86003,0,0,0,-0.010835803807379,-0.003474076606107,0.198122549207539,0.010835803807379,0.003474076606107,-0.198122549207539,-0.000363138760686,4.00966874386634E-05,-0.00012041351794,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002139917802429,0.000357479606821,-0.00645600197271,0.999976806230353,-0.24547604526023,0.039380441563588,-0.739725851342356,-0.713241177147141,-0.000481654071759
1708276122.86836,0,0,0,-0.0108456665138,-0.003474405041112,0.198119575639042,0.0108456665138,0.003474405041112,-0.198119575639042,3.87664215314051E-05,3.82854541421978E-05,3.94121647837731E-06,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002130584180074,0.000342858111652,-0.006452591298073,0.999976853294568,-0.244395566316325,0.037712701373922,-0.739338917438049,-0.713230472300552,1.57648659135092E-05
1708276122.87831,0,0,0,-0.01084155112331,-0.003473996835316,0.198118110908584,0.01084155112331,0.003473996835316,-0.198118110908584,-9.59736011081533E-05,1.50106936650487E-05,4.67930631289419E-05,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002121500030535,0.000362138272099,-0.006468748603163,0.999976761422485,-0.243369518410676,0.039924796650766,-0.741186081517302,-0.713225199270902,0.000187172252516
1708276122.88816,0,0,0,-0.010845213357217,-0.00347357329743,0.19811996079825,0.010845213357217,0.00347357329743,-0.19811996079825,4.20347385890546E-05,-2.09238759930356E-06,-2.24261927859533E-05,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002128120803756,0.000343114692209,-0.006458108952982,0.999976822832862,-0.244113687389883,0.037742576838472,-0.739971234070891,-0.713231858873701,-8.97047711438132E-05
1708276122.89815,0,0,0,-0.010838797919823,-0.003474991218143,0.198119861871628,0.010838797919823,0.003474991218143,-0.198119861871628,-0.00016321939314,4.11149295846202E-05,-1.2734003698478E-05,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002129567295929,0.000350502422407,-0.006459337951063,0.999976809253304,-0.244284954196374,0.038587766161352,-0.740110216140085,-0.713231502737862,-5.09360147939118E-05
1708276122.90837,0,0,0,-0.010842059315624,-0.003473182095241,0.198121216275031,0.010842059315624,0.003473182095241,-0.198121216275031,-1.65709676949779E-05,-2.54827741236671E-05,-4.96066440976472E-05,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002132232738294,0.000367899710466,-0.006454811332449,0.999976826553503,-0.244603077819597,0.040580455661348,-0.739587140000429,-0.713236378590112,-0.000198426576391
1708276122.91869,0,0,0,-0.010842442877781,-0.003475713028856,0.198119325485898,0.010842442877781,0.003475713028856,-0.198119325485898,2.22699472527692E-08,5.83253312324867E-05,2.23658321638542E-05,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002145536113554,0.000344363321105,-0.006447925221908,0.99997685090657,-0.246109835985241,0.037875279506719,-0.738803322780735,-0.713229571749231,8.94633286554168E-05
1708276122.92942,0,0,0,-0.010847332494925,-0.003471506286583,0.198123771832352,0.010847332494925,0.003471506286583,-0.198123771832352,0.000146851368811,-8.43741588505967E-05,-0.000117435780606,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002132306412219,0.000375471639861,-0.00645420441836,0.999976827499387,-0.244617094985181,0.041448216764239,-0.739515735989676,-0.713245578596469,-0.000469743122423
1708276122.93923,0,0,0,-0.010844621113462,-0.003474847885441,0.198125975090908,0.010844621113462,0.003474847885441,-0.198125975090908,2.38597880737712E-05,3.98576593373355E-05,-0.000150357557015,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002125766938039,0.000363147038465,-0.006460563241532,0.999976804911872,-0.243858880788431,0.040039225406802,-0.740247679361265,-0.71325351032727,-0.000601430228059
1708276122.94937,0,0,0,-0.010852783109795,-0.003477022240701,0.198121415254166,0.010852783109795,0.003477022240701,-0.198121415254166,0.000261853328774,9.32739634816833E-05,3.13888272339229E-05,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002137903906941,0.000355424335573,-0.006452359948346,0.999976834777448,-0.245243611220405,0.039147310708481,-0.739309071505971,-0.713237094914997,0.000125555308936
1708276122.95985,0,0,0,-0.010849682611053,-0.003471606119143,0.198123995933092,0.010849682611053,0.003471606119143,-0.198123995933092,0.00010016897939,-9.37996735826116E-05,-5.43293997421837E-05,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002127965329364,0.000364993756899,-0.006461072354895,0.999976796274363,-0.244112180692273,0.040249089519503,-0.740305489192667,-0.713246385359132,-0.000217317598969
1708276122.9692,0,0,0,-0.01084542125354,-0.003475348702415,0.19812186199011,0.01084542125354,0.003475348702415,-0.19812186199011,-5.7366241406822E-05,4.62767355266177E-05,2.57891906879134E-05,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002154573928567,0.000373308156179,-0.006451637123294,0.999976797146132,-0.247167011328494,0.041184474495281,-0.739221220077083,-0.713238703164396,0.000103156762752
1708276122.9799,0,0,0,-0.010842862212929,-0.003472463306571,0.198125034835524,0.010842862212929,0.003472463306571,-0.198125034835524,-0.000118410801238,-5.31203086505272E-05,-7.65959729744677E-05,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.00213331315626,0.000374969962434,-0.00646202260433,0.999976775048484,-0.244732409806011,0.041388071819562,-0.740411743084015,-0.713250125407885,-0.000306383891898
1708276122.98976,0,0,0,-0.010840980110247,-0.003478166323078,0.19812284911662,0.010840980110247,0.003478166323078,-0.19812284911662,-0.000144447341834,0.000131816463698,8.75969938923428E-06,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002116929622229,0.000379232114886,-0.006471275866135,0.999976748420003,-0.242858573491282,0.041886352080689,-0.741471709577748,-0.713242256819831,3.50387975569371E-05
1708276122.99877,0,0,0,-0.010840923173817,-0.003475753654118,0.19812068878033,0.010840923173817,0.003475753654118,-0.19812068878033,-0.000106652692644,2.33138698774486E-05,7.12390002506725E-05,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002136694626133,0.000376640895095,-0.00644919954179,0.999976849983529,-0.245120594478222,0.041580184127411,-0.738941748939454,-0.713234479609188,0.000284956001003
1708276123.00828,0,0,0,-0.010844610730963,-0.003476262246192,0.198117463101827,0.010844610730963,0.003476262246192,-0.198117463101827,3.51130078081392E-05,3.18042488984829E-05,0.000147380806652,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.00213465780252,0.000361795931792,-0.006449722018578,0.999976856445014,-0.244876247314584,0.039880477032281,-0.739005335344548,-0.713222867166579,0.000589523226608
1708276123.01829,0,0,0,-0.010839353827637,-0.00347377582764,0.198115682621275,0.010839353827637,0.00347377582764,-0.198115682621275,-0.000133171699652,-5.23008474185389E-05,0.000157113614436,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002131623654852,0.000362578041069,-0.006459285409706,0.999976800905778,-0.244529526308817,0.039970002055294,-0.74010116968707,-0.713216457436591,0.000628454457745
1708276123.0291,0,0,0,-0.010847156622859,-0.003476731530411,0.198113272025742,0.010847156622859,0.003476731530411,-0.198113272025742,0.000137483281437,5.07296384005423E-05,0.000186634349743,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002137001543891,0.000380594918782,-0.006451257158748,0.999976834558172,-0.245158772276987,0.04203254439055,-0.739176559885691,-0.713207779292671,0.000746537398973
1708276123.03852,0,0,0,-0.010846257953678,-0.003474220388836,0.198122911055847,0.010846257953678,0.003474220388836,-0.198122911055847,7.12150910340907E-05,-3.91742711666031E-05,-0.000156150372105,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002123278509442,0.000372131459257,-0.006454046221716,0.999976848978973,-0.243580116184367,0.041072178858948,-0.739498766841425,-0.713242479801051,-0.000624601488418
1708276123.04839,0,0,0,-0.010846757168086,-0.003476624920899,0.198117287030247,0.010846757168086,0.003476624920899,-0.198117287030247,6.14227822068269E-05,4.666702978866E-05,6.70815464262984E-05,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002150984355155,0.000362797739175,-0.006464534951095,0.999976725445133,-0.246748430321777,0.039979556283277,-0.740701973016185,-0.713222233308889,0.000268326185705
1708276123.06085,0,0,0,-0.010852777422511,-0.003474163727551,0.198119933507088,0.010852777422511,0.003474163727551,-0.198119933507088,0.000225718518672,-3.97732851320196E-05,-3.04043569885424E-05,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002134711059851,0.00035366924783,-0.006453568451146,0.999976834422178,-0.244876494215633,0.038948259297881,-0.739448104210528,-0.713231760625517,-0.000121617427954
1708276123.0707,0,0,0,-0.010841413247878,-0.0034736755235,0.198124180746594,0.010841413247878,0.0034736755235,-0.198124180746594,-0.000178712502366,-4.3304009073069E-05,-0.000149440806357,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002127713671038,0.00037735450774,-0.006460056488599,0.999976798784989,-0.244092451653396,0.041665941641921,-0.740186068665216,-0.713247050687739,-0.000597763225429
1708276123.0811,0,0,0,-0.010842957840017,-0.003474356864292,0.198122774106255,0.010842957840017,0.003474356864292,-0.198122774106255,-9.20845463756384E-05,-1.30918064719563E-05,-7.35471648228798E-05,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002139297979781,0.000366181265351,-0.0064588353116,0.999976786111484,-0.245411571346977,0.040377327371825,-0.740048424148606,-0.713241986782519,-0.000294188659292
1708276123.08926,0,0,0,-0.010845007152968,-0.003476786917952,0.198120927750939,0.010845007152968,0.003476786917952,-0.198120927750939,-3.81628259568244E-06,6.36826455744169E-05,3.24584143282013E-06,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002136679945689,0.000365052211744,-0.006455901519802,0.999976811066766,-0.245110618685686,0.040250605313389,-0.73971260122683,-0.71323533990338,1.29833657312805E-05
1708276123.09951,0,0,0,-0.010842508219264,-0.00347301429179,0.198127870338571,0.010842508219264,0.00347301429179,-0.198127870338571,-7.77348106514809E-05,-6.83744982671753E-05,-0.000206196710542,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.00211486189802,0.000372436271893,-0.006464595503396,0.999976798558523,-0.242616320650021,0.041110770460098,-0.740707904115434,-0.713260333218856,-0.00082478684217
1708276123.10995,0,0,0,-0.010844609126173,-0.003474716619469,0.198121983801812,0.010844609126173,0.003474716619469,-0.198121983801812,5.81627473008833E-06,7.43487920929967E-07,2.48497537822962E-05,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.00214212052494,0.000364680723162,-0.006459697507842,0.999976775048168,-0.245733929371408,0.040203080073162,-0.740147490996939,-0.713239141686522,9.93990151291849E-05
1708276123.11931,0,0,0,-0.010845670523361,-0.003474773193674,0.198121037516791,0.010845670523361,0.003474773193674,-0.198121037516791,3.61016380763738E-05,2.23936627469759E-06,4.64802474424124E-05,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002118736657846,0.000366995605598,-0.006459554129459,0.999976824946283,-0.243056093080325,0.040485680772316,-0.740131364489113,-0.713235735060446,0.00018592098977
1708276123.12903,0,0,0,-0.01084224432327,-0.003473070211952,0.198119323214887,0.01084224432327,0.003473070211952,-0.198119323214887,-7.6238742371785E-05,-4.94874970409678E-05,8.57921533342113E-05,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002140819629417,0.000372112453161,-0.006454735284783,0.999976807139066,-0.245590157310342,0.041056863104684,-0.739577069515874,-0.713229563573595,0.000343168613337
1708276123.13811,0,0,0,-0.010839944785894,-0.00347698556929,0.198113728964694,0.010839944785894,0.00347698556929,-0.198113728964694,-0.000121869951034,8.32955844541065E-05,0.000227428449686,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002142882815982,0.000360490714663,-0.006454666436892,0.999976807421487,-0.245817978798149,0.039723619821978,-0.739571958472928,-0.713209424272898,0.000909713798743
1708276123.14884,0,0,0,-0.010847225683272,-0.003472814981905,0.198117032547251,0.010847225683272,0.003472814981905,-0.198117032547251,0.000148816503678,-7.75161476767036E-05,3.11053045600853E-05,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002112467689622,0.000366411161341,-0.006459846462388,0.999976836535129,-0.242337314906038,0.040423277297391,-0.740165240094147,-0.713221317170104,0.00012442121824
1708276123.16392,0,0,0,-0.010847966406999,-0.003473059392302,0.198119159934928,0.010847966406999,0.003473059392302,-0.198119159934928,0.000148816503678,-7.75161476767036E-05,3.11053045600853E-05,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002149137437824,0.000354059548192,-0.006455977898493,0.99997678783034,-0.246529987185441,0.03898172459468,-0.739723601898385,-0.713228975765741,0.00012442121824
1708276123.1703,0,0,0,-0.010845464991523,-0.00347639823236,0.198118346249302,0.010845464991523,0.00347639823236,-0.198118346249302,0.000148816503678,-7.75161476767036E-05,3.11053045600853E-05,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002140486714007,0.000353297196389,-0.00645759625862,0.999976796204931,-0.245538204707833,0.038900367072802,-0.73990955439734,-0.713226046497487,0.00012442121824
1708276123.18042,0,0,0,-0.010846528615762,-0.003470376906363,0.198123481258285,0.010846528615762,0.003470376906363,-0.198123481258285,0.000139652927256,-0.000236926201711,-0.000131690689879,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002135113218297,0.00038231711743,-0.006451681543233,0.999976835196912,-0.244943681049304,0.042231182599278,-0.739224843694942,-0.713244532529827,-0.000526762759516
1708276123.19065,0,0,0,-0.010844014447749,-0.003471784590543,0.198122242928081,0.010844014447749,0.003471784590543,-0.198122242928081,2.65210738973903E-05,-0.000130810531797,-5.90178134798617E-05,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002130916093137,0.000372056021242,-0.006458961870567,0.999976801022142,-0.244455448557259,0.041056686056247,-0.740061803071016,-0.713240074541091,-0.000236071253919
1708276123.20065,0,0,0,-0.010841502277186,-0.003474089264835,0.19812113204238,0.010841502277186,0.003474089264835,-0.19812113204238,-5.6460702223216E-05,-2.44053590270617E-05,-8.87627559674908E-06,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002147079671804,0.000354112302087,-0.006450762435469,0.999976825890161,-0.246294024617315,0.038990576077628,-0.739125997987938,-0.713236075352567,-3.55051023869963E-05
1708276123.21105,0,0,0,-0.010847351366724,-0.003476654430151,0.198121037553342,0.010847351366724,0.003476654430151,-0.198121037553342,0.000134345519057,5.91786882379098E-05,-3.65577177606088E-06,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002140187307422,0.000384580623696,-0.006455548317779,0.999976798526821,-0.245526955549546,0.042485858302381,-0.739667201719934,-0.713235735192031,-1.46230871042435E-05
1708276123.22081,0,0,0,-0.010843639476769,-0.003475412729645,0.198120123955017,0.010843639476769,0.003475412729645,-0.198120123955017,-1.39538381852049E-05,5.66638598181592E-06,2.47818531492197E-05,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002128681872131,0.000359184809435,-0.006457460903648,0.999976820180567,-0.244189845576797,0.039583794052368,-0.739893027777984,-0.713232446238062,9.91274125968789E-05
1708276123.23077,0,0,0,-0.010849398650904,-0.003473804272121,0.198116769432515,0.010849398650904,0.003473804272121,-0.198116769432515,0.000162899941066,-4.42216338721315E-05,0.000118581952301,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002119454288896,0.000356910935361,-0.006460010988998,0.999976824124501,-0.243130880016454,0.039329436812968,-0.74018614317695,-0.713220369957053,0.000474327809203
1708276123.24108,0,0,0,-0.010846356894144,-0.003480049407365,0.198123433503051,0.010846356894144,0.003480049407365,-0.198123433503051,2.40774417750407E-05,0.000156208703544,-0.000116101916601,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002141932825382,0.000354486011085,-0.006452563443617,0.999976825175687,-0.245704596927101,0.039036760177265,-0.739332476570677,-0.713244360610983,-0.000464407666405
1708276123.25177,0,0,0,-0.010842666619268,-0.003475316509994,0.198117266943498,0.010842666619268,0.003475316509994,-0.198117266943498,-9.31053144758085E-05,-2.72064563590859E-05,9.97658995349367E-05,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002136379276229,0.00038049012259,-0.006458026054677,0.999976792235866,-0.245087673954437,0.042019336633823,-0.739952289523406,-0.713222160996594,0.00039906359814
