Time,Target_x,Target_y,Target_z,current_x,current_y,current_z,error_x,error_y,error_z,df_x,df_y,df_z,error_int_x,error_int_y,error_int_z,rddot_x,rddot_y,rddot_z,Thrust_physical,thrust_command,phi_des,theta_des,yaw_des,quat_x_command,quat_y_command,quat_z_command,quat_w_command,quat_x_actual,quat_y_actual,quat_z_actual,quat_w_actual,phi_actual,theta_actual,psi_actual,,,,,,,,,
1711026032.23071,0,0,0,-0.036548570171249,0.020235954152426,0.234156859310717,0.036548570171249,-0.020235954152426,-0.234156859310717,0,0,0,-0.016803066876207,0.009299771716901,-0.018200825722493,0.016803066876207,-0.009299771716901,0.018200825722493,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.00154532975937,-0.002879002929428,-0.010447486535558,0.999940084866667,-0.173624677816506,-0.331743103449058,-1.19772458751915
1711026032.23918,0,0,0,-0.036545902326781,0.020249039421118,0.234158991805613,0.036545902326781,-0.020249039421118,-0.234158991805613,0,0,0,-0.015625115345532,0.008740363387337,-0.008611648931135,0.015625115345532,-0.008740363387337,0.008611648931135,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.001492000147773,-0.002855713225486,-0.010419815426529,0.999940521373151,-0.167550905736524,-0.329005863972788,-1.19453176000773
1711026032.24753,0,0,0,-0.036536746611572,0.020239836784334,0.234148939105141,0.036536746611572,-0.020239836784334,-0.234148939105141,0,0,0,-0.014481560669117,0.008143661554364,-0.004546906703488,0.014481560669117,-0.008143661554364,0.004546906703488,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.001514312620798,-0.002888735099892,-0.010425366926479,0.99994033511568,-0.170066286769275,-0.332817333173567,-1.195180984963
1711026032.25615,0,0,0,-0.036547164730264,0.020233488140382,0.234148909521522,0.036547164730264,-0.020233488140382,-0.234148909521522,0,0,0,-0.013472214785131,0.007508997442669,-0.002575242794237,0.013472214785131,-0.007508997442669,0.002575242794237,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.001507627795775,-0.002884429614477,-0.010439388557855,0.999940211358042,-0.169300792214564,-0.332318361976678,-1.19678485410233
1711026032.26295,0,0,0,-0.036541835186523,0.020234018501925,0.234144539077799,0.036541835186523,-0.020234018501925,-0.234144539077799,0,0,0,-0.012543843313892,0.006960346178985,-0.001450156356299,0.012543843313892,-0.006960346178985,0.001450156356299,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.00152108904749,-0.002907409385742,-0.01041407966821,0.999940388324943,-0.170824225475845,-0.334963325931468,-1.19389296066508
1711026032.27113,0,0,0,-0.036536275976014,0.020249351642819,0.234161839197677,0.036536275976014,-0.020249351642819,-0.234161839197677,0,0,0,-0.011614442104521,0.006541770249061,-0.000354516419082,0.011614442104521,-0.006541770249061,0.000354516419082,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.001484155393529,-0.002876596495658,-0.010448461870771,0.999940174270393,-0.166617575649029,-0.331394192971699,-1.19781544713273
1711026032.27962,0,0,0,-0.036535692901388,0.020251622467132,0.234167925423868,0.036535692901388,-0.020251622467132,-0.234167925423868,0,0,0,-0.010775219137091,0.006158908738674,0.000532748097802,0.010775219137091,-0.006158908738674,-0.000532748097802,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.001535081696259,-0.002921618913149,-0.010415627236334,0.999940309406709,-0.172410087284847,-0.336608528389925,-1.19407749543589
1711026032.28711,0,0,0,-0.036539815743539,0.020248676523469,0.234156667929961,0.036539815743539,-0.020248676523469,-0.234156667929961,0,0,0,-0.010037985214643,0.005723265953297,6.66483902098606E-05,0.010037985214643,-0.005723265953297,-6.66483902098606E-05,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.001491272258692,-0.002890942935635,-0.01042122606133,0.999940406525995,-0.167424948196696,-0.333042067643259,-1.19469907160161
1711026032.29466,0,0,0,-0.036543614365975,0.020239185971555,0.23415149605424,0.036543614365975,-0.020239185971555,-0.23415149605424,0,0,0,-0.00937229355773,0.00526463989739,-0.000514549291419,0.00937229355773,-0.00526463989739,0.000514549291419,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.001492456387848,-0.002901094994471,-0.010430023143728,0.99994028363647,-0.167545562872277,-0.334208243088202,-1.19570929600858
1711026032.30302,0,0,0,-0.036543394979194,0.020231340134121,0.234143076693739,0.036543394979194,-0.020231340134121,-0.234143076693739,0,0,0,-0.008732897099242,0.004819031322766,-0.000682324952385,0.008732897099242,-0.004819031322766,0.000682324952385,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.001512314059188,-0.002889407139005,-0.010425701185189,0.999940332713592,-0.169836367183988,-0.332892005746592,-1.1952187320778
1711026032.31062,0,0,0,-0.036549888872415,0.020246620332057,0.234159881267314,0.036549888872415,-0.020246620332057,-0.234159881267314,0,0,0,-0.008150784539961,0.004519692275699,-3.64528186165766E-05,0.008150784539961,-0.004519692275699,3.64528186165766E-05,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.001477199628827,-0.002879835013178,-0.010425185394205,0.999940418195529,-0.165824393219082,-0.331753083949381,-1.19514622445755
1711026032.31894,0,0,0,-0.036541536358301,0.02024672103054,0.234153490049462,0.036541536358301,-0.02024672103054,-0.234153490049462,0,0,0,-0.007574746982364,0.004274124690474,0.000341216732006,0.007574746982364,-0.004274124690474,-0.000341216732006,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.001502124527534,-0.002889035893611,-0.010434683643367,0.99994025545068,-0.168666253932112,-0.332838792658021,-1.19624461022826
1711026032.32698,0,0,0,-0.036547104784817,0.020247510312677,0.234146958791783,0.036547104784817,-0.020247510312677,-0.234146958791783,0,0,0,-0.007033771409353,0.00397881648606,-0.000225741024223,0.007033771409353,-0.00397881648606,0.000225741024223,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.001487830683465,-0.00287472453101,-0.010410353646436,0.999940571661978,-0.16705357215043,-0.331177731436187,-1.19344925131526
1711026032.33506,0,0,0,-0.036544989862238,0.020236864660424,0.234141797505012,0.036544989862238,-0.020236864660424,-0.234141797505012,0,0,0,-0.006556427911745,0.003657320517667,-0.000476700738263,0.006556427911745,-0.003657320517667,0.000476700738263,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.001495684484943,-0.002864041725663,-0.010437967101645,0.999940302735968,-0.167957137124557,-0.329967648386456,-1.19661452380108
1711026032.34304,0,0,0,-0.036546356790004,0.020245872134167,0.234150578580874,0.036546356790004,-0.020245872134167,-0.234150578580874,0,0,0,-0.006094342714188,0.003394907433169,-0.00012145719971,0.006094342714188,-0.003394907433169,0.00012145719971,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.001514953432245,-0.002887592395508,-0.010430392342375,0.999940285037982,-0.170139407863107,-0.332688016616862,-1.19575690716526
1711026032.35098,0,0,0,-0.036538830350898,0.02025170116792,0.234159967839365,0.036538830350898,-0.02025170116792,-0.234159967839365,0,0,0,-0.005640335633557,0.003222606971683,0.000511751825625,0.005640335633557,-0.003222606971683,-0.000511751825625,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.001532898665095,-0.002885729013177,-0.010442072387323,0.999940141165462,-0.17219400599258,-0.332497985939006,-1.197101127511
1711026032.35963,0,0,0,-0.036541566509342,0.020237718378232,0.234157542309234,0.036541566509342,-0.020237718378232,-0.234157542309234,0,0,0,-0.00522347824015,0.002965671059497,0.000481011061203,0.00522347824015,-0.002965671059497,-0.000481011061203,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.001523637215939,-0.002883037398648,-0.010413451231381,0.999940461556809,-0.171145513190493,-0.332173569667938,-1.19381763578811
1711026032.36688,0,0,0,-0.036544380290213,0.020228441656454,0.234143348970996,0.036544380290213,-0.020228441656454,-0.234143348970996,0,0,0,-0.004882584737101,0.002656391757383,-0.000322330954772,0.004882584737101,-0.002656391757383,0.000322330954772,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.001545794643032,-0.002894427805133,-0.010436387856939,0.99994015551687,-0.173663173671049,-0.333509210673812,-1.19645553861674
1711026032.37588,0,0,0,-0.036545440882096,0.02022403555616,0.234147890238287,0.036545440882096,-0.02022403555616,-0.234147890238287,0,0,0,-0.004558535813527,0.002408414832058,-0.000522789007359,0.004558535813527,-0.002408414832058,0.000522789007359,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.001538604856132,-0.002878034280704,-0.010421771515136,0.999940366368046,-0.172863793429075,-0.331619603162013,-1.19477528227584
1711026032.38306,0,0,0,-0.036536652863455,0.020240545767732,0.234150249854008,0.036536652863455,-0.020240545767732,-0.234150249854008,0,0,0,-0.004200327279981,0.002303913221357,-5.22537508000921E-05,0.004200327279981,-0.002303913221357,5.22537508000921E-05,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.001526933627681,-0.002870728659521,-0.010443454683785,0.99994017903319,-0.171528001903044,-0.330772243402991,-1.19725495819898
1711026032.39246,0,0,0,-0.036547247835653,0.020237028044875,0.234157167644661,0.036547247835653,-0.020237028044875,-0.234157167644661,0,0,0,-0.003903428714671,0.002209868060361,0.000242477663698,0.003903428714671,-0.002209868060361,-0.000242477663698,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.001524106296794,-0.002871738524447,-0.010455639552492,0.999940053112881,-0.171198791268253,-0.3308866583002,-1.1986505438822
1711026032.40033,0,0,0,-0.036543349078225,0.020238387810791,0.234153117405563,0.036543349078225,-0.020238387810791,-0.234153117405563,0,0,0,-0.003651774027172,0.002048309673667,0.000172688121231,0.003651774027172,-0.002048309673667,-0.000172688121231,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.001519110499746,-0.002872260974016,-0.010430562976151,0.999940321107309,-0.170634021217255,-0.330936251680686,-1.19577524376547
1711026032.40796,0,0,0,-0.036546580647083,0.020232771272855,0.234140408688891,0.036546580647083,-0.020232771272855,-0.234140408688891,0,0,0,-0.003393810428744,0.001884916033083,-0.000463400318014,0.003393810428744,-0.001884916033083,0.000463400318014,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.001527485659054,-0.002871683450243,-0.010464531837764,0.999939955094874,-0.171583138802336,-0.330885927396182,-1.19967070057094
1711026032.41659,0,0,0,-0.036542987740353,0.02023265157333,0.234128476399894,0.036542987740353,-0.02023265157333,-0.234128476399894,0,0,0,-0.003156017319306,0.001726683958455,-0.001005784834423,0.003156017319306,-0.001726683958455,0.001005784834423,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.00152347755553,-0.002875502274892,-0.010460030533623,0.99993999733186,-0.171120780739881,-0.331317929129884,-1.19915417401709
1711026032.42385,0,0,0,-0.036543087037982,0.02024038612731,0.234144490479679,0.036543087037982,-0.02024038612731,-0.234144490479679,0,0,0,-0.002921016177845,0.00164333066383,-0.000286487484175,0.002921016177845,-0.00164333066383,0.000286487484175,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.00155216656582,-0.002884506434689,-0.010451192446385,0.999940019690195,-0.174400249456463,-0.332382570842307,-1.19815252927742
1711026032.43158,0,0,0,-0.036544730432088,0.020238825662639,0.234150847927004,0.036544730432088,-0.020238825662639,-0.234150847927004,0,0,0,-0.002724581130779,0.001558397707783,0.000616865816678,0.002724581130779,-0.001558397707783,-0.000616865816678,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.001517442152841,-0.002860406117892,-0.010452588453555,0.999940127628036,-0.170449769788339,-0.329579607005501,-1.19829673466674
1711026032.44014,0,0,0,-0.036546012718099,0.02023251359182,0.234145456814989,0.036546012718099,-0.02023251359182,-0.234145456814989,0,0,0,-0.002546611432882,0.00141611583705,0.000354724714042,0.002546611432882,-0.00141611583705,-0.000354724714042,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.00151370046153,-0.002856926342942,-0.010473423325786,0.999939925238823,-0.170018339294907,-0.329179928291238,-1.20068252576726
1711026032.44788,0,0,0,-0.036539405696958,0.020228445230955,0.234134115047978,0.036539405696958,-0.020228445230955,-0.234134115047978,0,0,0,-0.002343387580978,0.001272595650084,-0.000350322324256,0.002343387580978,-0.001272595650084,0.000350322324256,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.001534835415957,-0.002880127145958,-0.01045251485962,0.999940045243203,-0.17241916878562,-0.331860210409113,-1.19829749630464
1711026032.45618,0,0,0,-0.036535467041082,0.020225910487059,0.23413852028176,0.036535467041082,-0.020225910487059,-0.23413852028176,0,0,0,-0.002132602828383,0.001154259347174,-0.000406527519311,0.002132602828383,-0.001154259347174,0.000406527519311,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.001530847928307,-0.0028769227523,-0.010441350066607,0.99994017722506,-0.171969803713381,-0.331486329053249,-1.19701614780471
1711026032.46326,0,0,0,-0.036535430352686,0.02023293595218,0.234146795339376,0.036535430352686,-0.02023293595218,-0.234146795339376,0,0,0,-0.001966519344383,0.001097824676714,0.000224455602863,0.001966519344383,-0.001097824676714,-0.000224455602863,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.001514090813695,-0.002878651200636,-0.010434452355862,0.999940269766303,-0.170049909472499,-0.331663137410705,-1.19622036510939
1711026032.47111,0,0,0,-0.036537271294529,0.020247130509979,0.234160131280612,0.036537271294529,-0.020247130509979,-0.234160131280612,0,0,0,-0.001836978041029,0.001119649648281,0.000833485153515,0.001836978041029,-0.001119649648281,-0.000833485153515,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.001537904212011,-0.002893749234195,-0.010446442647303,0.999940064654888,-0.172756508190302,-0.333423744529962,-1.19760501718513
1711026032.4795,0,0,0,-0.036535525652542,0.020239056991105,0.234151514064298,0.036535525652542,-0.020239056991105,-0.234151514064298,0,0,0,-0.001709282194977,0.001070748817351,0.000583620158673,0.001709282194977,-0.001070748817351,-0.000583620158673,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.001499759882016,-0.002878619653081,-0.010429126313799,0.999940347017521,-0.168409604478829,-0.331641468694387,-1.19560520387174
1711026032.4869,0,0,0,-0.036541152721659,0.020230985683341,0.23414607338463,0.036541152721659,-0.020230985683341,-0.23414607338463,0,0,0,-0.001609245630071,0.00092355597926,-0.000150586463842,0.001609245630071,-0.00092355597926,0.000150586463842,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.001508296321779,-0.002865109477016,-0.010447401021115,0.999940182211813,-0.16939787184689,-0.330106699740395,-1.19770001646515
1711026032.49525,0,0,0,-0.03653732002493,0.020229073869985,0.234144748426888,0.03653732002493,-0.020229073869985,-0.234144748426888,0,0,0,-0.001507017603166,0.000812625498552,-0.00029922628866,0.001507017603166,-0.000812625498552,0.00029922628866,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.001506719328397,-0.002858969371343,-0.010452684337065,0.999940146949381,-0.169222785622712,-0.329402132523668,-1.19830390735754
1711026032.50315,0,0,0,-0.036542450852049,0.020240404236827,0.234162002964358,0.036542450852049,-0.020240404236827,-0.234162002964358,0,0,0,-0.001408612012206,0.000798844448089,0.000366725151401,0.001408612012206,-0.000798844448089,-0.000366725151401,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.001526069437174,-0.002874470322274,-0.010448908631287,0.999940112627178,-0.171422692562539,-0.331200885653009,-1.19788032049439
1711026032.51116,0,0,0,-0.036544705296687,0.020239212564545,0.234163630751279,0.036544705296687,-0.020239212564545,-0.234163630751279,0,0,0,-0.001342663493415,0.000787891235718,0.00078065866317,0.001342663493415,-0.000787891235718,-0.00078065866317,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.001517668532992,-0.002865211707684,-0.010429225378486,0.999940357472434,-0.170477664330973,-0.330126549522006,-1.19562027427169
1711026032.51898,0,0,0,-0.036546383530452,0.020234176572697,0.234146739420541,0.036546383530452,-0.020234176572697,-0.234146739420541,0,0,0,-0.001266083526716,0.00070484425181,-0.000102521938726,0.001266083526716,-0.00070484425181,0.000102521938726,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.001523847261313,-0.002865211888044,-0.010448624587309,0.99994014555602,-0.171179248786527,-0.330137284584772,-1.19784544116345
1711026032.52711,0,0,0,-0.036544688147827,0.020237554215626,0.234147011386172,0.036544688147827,-0.020237554215626,-0.234147011386172,0,0,0,-0.001177624666154,0.000647595099093,-0.000583003143874,0.001177624666154,-0.000647595099093,0.000583003143874,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.001537252812655,-0.002830246245991,-0.010463539203905,0.99994006865777,-0.172752341473151,-0.326149353799811,-1.19955305800721
1711026032.53565,0,0,0,-0.036544612450348,0.020235060576618,0.234144657483222,0.036544612450348,-0.020235060576618,-0.234144657483222,0,0,0,-0.00108757888133,0.000606404427035,-0.000353233823746,0.00108757888133,-0.000606404427035,0.000353233823746,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.001547009936931,-0.002837223941142,-0.010467688731045,0.999939990406021,-0.173860634154419,-0.32696133613401,-1.20003301546473
1711026032.54283,0,0,0,-0.036536002280268,0.020246299994848,0.234142012085125,0.036536002280268,-0.020246299994848,-0.234142012085125,0,0,0,-0.000968834587213,0.000608947658465,-0.000338429045614,0.000968834587213,-0.000608947658465,0.000338429045614,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.001519160260176,-0.002810517565871,-0.010471644151278,0.999940067109967,-0.170700247495624,-0.323868384107599,-1.20047253377992
1711026032.55111,0,0,0,-0.036534211965866,0.020239450743147,0.234137417198918,0.036534211965866,-0.020239450743147,-0.234137417198918,0,0,0,-0.000851430158854,0.000591893821146,-0.000401182055958,0.000851430158854,-0.000591893821146,0.000401182055958,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.001603505653566,-0.002808743133857,-0.010502308686233,0.999939618798998,-0.180357160922461,-0.323771928102299,-1.20401393583061
1711026032.55909,0,0,0,-0.036533023984696,0.020212842742311,0.234120435787594,0.036533023984696,-0.020212842742311,-0.234120435787594,0,0,0,-0.000779008991841,0.000403822487769,-0.000875813008094,0.000779008991841,-0.000403822487769,0.000875813008094,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.001595163506647,-0.002762680074141,-0.010518223684713,0.999939593186865,-0.179451667292867,-0.318486545444679,-1.20582676436686
1711026032.56765,0,0,0,-0.036542810868475,0.020216229217809,0.234130277028147,0.036542810868475,-0.020216229217809,-0.234130277028147,0,0,0,-0.000760149893004,0.000273021362918,-0.000676174294651,0.000760149893004,-0.000273021362918,0.000676174294651,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.001665153549593,-0.002710463337575,-0.010525864402616,0.999939541587755,-0.187532046185881,-0.312589133358663,-1.20671515105177
1711026032.57511,0,0,0,-0.036538051895256,0.020220222801446,0.234137329816401,0.036538051895256,-0.020220222801446,-0.234137329816401,0,0,0,-0.000724336208722,0.000286749046104,0.000188940399089,0.000724336208722,-0.000286749046104,-0.000188940399089,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.001822572122573,-0.002714014692792,-0.01053607594584,0.999939149878016,-0.205562360256849,-0.313188299567948,-1.20793598079365
1711026032.58305,0,0,0,-0.036533337903099,0.020225448907763,0.234153509620125,0.036533337903099,-0.020225448907763,-0.234153509620125,0,0,0,-0.000630223448977,0.000308781935147,0.000847504108532,0.000630223448977,-0.000308781935147,-0.000847504108532,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002001147564064,-0.002697339238826,-0.010566393028318,0.999938533664859,-0.226035119578405,-0.311500296760354,-1.21146325772547
1711026032.59134,0,0,0,-0.036531338610343,0.020217992100302,0.234158161251135,0.036531338610343,-0.020217992100302,-0.234158161251135,0,0,0,-0.000556828244702,0.000278446554363,0.001074362140292,0.000556828244702,-0.000278446554363,-0.001074362140292,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,-0.002210178068091,-0.002636732167419,-0.01058630459011,0.999938044536515,-0.250054230199839,-0.304814040362201,-1.21379613543194
